"Text","Binary_Sentiment","Cont_Sentiment"
"it is the east, and juliet is the sun!","1.0","4.0683021545410156"
"arise, fair sun, and kill the envious moon,      who is already sick and pale with grief      that thou her maid art far more fair than she","0.0","-6.8816728591918945"
"be not her maid, since she is envious","0.0","-1.4790918827056885"
"her vestal livery is but sick and green,      and none but fools do wear it","1.0","3.4194972515106201"
"cast it off","0.0","-3.9276082515716553"
"it is my lady  o, it is my love!","1.0","5.6227178573608398"
"o that she knew she were!","1.0","2.6808550357818604"
"she speaks, yet she says nothing","1.0","3.2758221626281738"
"what of that?","1.0","3.8298830986022949"
"her eye discourses  i will answer it","1.0","4.5100278854370117"
"i am too bold  'tis not to me she speaks","1.0","2.1127603054046631"
"two of the fairest stars in all the heaven,      having some business, do entreat her eyes      to twinkle in their spheres till they return","1.0","0.84134244918823242"
"what if her eyes were there, they in her head?","1.0","2.4351234436035156"
"the brightness of her cheek would shame those stars      as daylight doth a lamp  her eyes in heaven      would through the airy region stream so bright      that birds would sing and think it were not night","1.0","3.8612980842590332"
"see how she leans her cheek upon her hand!","1.0","6.6541824340820312"
"o that i were a glove upon that hand,      that i might touch that cheek!","1.0","3.4199628829956055"
"jul","0.0","-1.5365645885467529"
"ay me!","1.0","3.1792304515838623"
"rom","0.0","-1.7296195030212402"
"she speaks","1.0","4.2047028541564941"
"o, speak again, bright angel!","1.0","3.3526930809020996"
"for thou art      as glorious to this night, being o'er my head,      as is a winged messenger of heaven      unto the white upturned wond'ring eyes      of mortals that fall back to gaze on him      when he bestrides the lazy pacing clouds      and sails upon the bosom of the air","1.0","4.1013860702514648"
"jul","0.0","-1.5365645885467529"
"o romeo, romeo!","0.0","-1.9999914169311523"
"wherefore art thou romeo?","1.0","1.8398354053497314"
"deny thy father and refuse thy name!","1.0","6.4039812088012695"
"or, if thou wilt not, be but sworn my love,      and i'll no longer be a capulet","0.0","-3.8973014354705811"
"rom","0.0","-1.7296195030212402"
"aside  shall i hear more, or shall i speak at this?","0.0","-2.6060361862182617"
"jul","0.0","-1.5365645885467529"
"'tis but thy name that is my enemy","0.0","-4.1394386291503906"
"thou art thyself, though not a montague","0.0","-0.47365188598632812"
"what's montague?","1.0","2.2928032875061035"
"it is nor hand, nor foot,      nor arm, nor face, nor any other part      belonging to a man","0.0","-8.5689773559570312"
"o, be some other name!","0.0","-7.2869391441345215"
"what's in a name?","0.0","-3.1889839172363281"
"that which we call a rose      by any other name would smell as sweet","0.0","-9.9814281463623047"
"so romeo would, were he not romeo call'd,      retain that dear perfection which he owes      without that title","1.0","1.7395780086517334"
"romeo, doff thy name       and for that name, which is no part of thee,      take all myself","0.0","-6.3407115936279297"
"rom","0.0","-1.7296195030212402"
"i take thee at thy word","1.0","2.4732394218444824"
"call me but love, and i'll be new baptiz'd       henceforth i never will be romeo","1.0","3.2167763710021973"
"jul","0.0","-1.5365645885467529"
"what man art thou that, thus bescreen'd in night,      so stumblest on my counsel?","1.0","5.4381475448608398"
"rom","0.0","-1.7296195030212402"
"by a name      i know not how to tell thee who i am","0.0","-3.0794143676757812"
"my name, dear saint, is hateful to myself,      because it is an enemy to thee","0.0","-4.6520147323608398"
"had i it written, i would tear the word","0.0","-10.025315284729004"
"jul","0.0","-1.5365645885467529"
"my ears have yet not drunk a hundred words      of that tongue's utterance, yet i know the sound","1.0","0.8852992057800293"
"art thou not romeo, and a montague?","1.0","4.3865575790405273"
"rom","0.0","-1.7296195030212402"
"neither, fair saint, if either thee dislike","0.0","-2.4276630878448486"
"jul","0.0","-1.5365645885467529"
"how cam'st thou hither, tell me, and wherefore?","1.0","6.0135021209716797"
"the orchard walls are high and hard to climb,      and the place death, considering who thou art,      if any of my kinsmen find thee here","0.0","-0.46749144792556763"
"rom","0.0","-1.7296195030212402"
"with love's light wings did i o'erperch these walls       for stony limits cannot hold love out,      and what love can do, that dares love attempt","1.0","10.107894897460938"
"therefore thy kinsmen are no let to me","0.0","-3.0181343555450439"
"jul","0.0","-1.5365645885467529"
"if they do see thee, they will murther thee","1.0","5.4932394027709961"
"rom","0.0","-1.7296195030212402"
"alack, there lies more peril in thine eye      than twenty of their swords!","1.0","4.3175759315490723"
"look thou but sweet,      and i am proof against their enmity","1.0","3.2346343994140625"
"jul","0.0","-1.5365645885467529"
"i would not for the world they saw thee here","1.0","3.454157829284668"
"rom","0.0","-1.7296195030212402"
"i have night's cloak to hide me from their sight       and but thou love me, let them find me here","0.0","-6.5152378082275391"
"my life were better ended by their hate      than death prorogued, wanting of thy love","1.0","5.7530717849731445"
"jul","0.0","-1.5365645885467529"
"by whose direction found'st thou out this place?","1.0","5.5715451240539551"
"rom","0.0","-1.7296195030212402"
"by love, that first did prompt me to enquire","1.0","3.4914627075195312"
"he lent me counsel, and i lent him eyes","1.0","5.3650388717651367"
"i am no pilot  yet, wert thou as far      as that vast shore wash'd with the farthest sea,      i would adventure for such merchandise","1.0","0.9916236400604248"
"jul","0.0","-1.5365645885467529"
"thou knowest the mask of night is on my face       else would a maiden blush bepaint my cheek      for that which thou hast heard me speak to night","1.0","3.6863622665405273"
"fain would i dwell on form  fain, fain deny      what i have spoke  but farewell compliment!","0.0","-0.84913343191146851"
"dost thou love me, i know thou wilt say 'ay'       and i will take thy word","1.0","0.57499957084655762"
"yet, if thou swear'st,      thou mayst prove false","0.0","-0.74126958847045898"
"at lovers' perjuries,      they say jove laughs","1.0","1.1587936878204346"
"o gentle romeo,      if thou dost love, pronounce it faithfully","1.0","1.3477475643157959"
"or if thou thinkest i am too quickly won,      i'll frown, and be perverse, and say thee nay,      so thou wilt woo  but else, not for the world","1.0","1.4206986427307129"
"in truth, fair montague, i am too fond,      and therefore thou mayst think my haviour light       but trust me, gentleman, i'll prove more true      than those that have more cunning to be strange","1.0","3.1588478088378906"
"i should have been more strange, i must confess,      but that thou overheard'st, ere i was ware,      my true love passion","1.0","1.3481099605560303"
"therefore pardon me,      and not impute this yielding to light love,      which the dark night hath so discovered","0.0","-6.5654807090759277"
"rom","0.0","-1.7296195030212402"
"lady, by yonder blessed moon i swear,      that tips with silver all these fruit tree tops       jul","1.0","0.67870759963989258"
"o, swear not by the moon, th' inconstant moon,      that monthly changes in her circled orb,      lest that thy love prove likewise variable","0.0","-1.3473153114318848"
"rom","0.0","-1.7296195030212402"
"what shall i swear by?","0.0","-7.2978458404541016"
"jul","0.0","-1.5365645885467529"
"do not swear at all       or if thou wilt, swear by thy gracious self,      which is the god of my idolatry,      and i'll believe thee","0.0","-2.3027777671813965"
"rom","0.0","-1.7296195030212402"
"if my heart's dear love       jul","1.0","5.1531181335449219"
"well, do not swear","0.0","-5.2574734687805176"
"although i joy in thee,      i have no joy of this contract to night","0.0","-0.63929533958435059"
"it is too rash, too unadvis'd, too sudden       too like the lightning, which doth cease to be      ere one can say 'it lightens '","0.0","-5.477776050567627"
"sweet, good night!","1.0","5.8485422134399414"
"this bud of love, by summer's ripening breath,      may prove a beauteous flow'r when next we meet","1.0","0.98357343673706055"
"good night, good night!","1.0","9.5213632583618164"
"as sweet repose and rest      come to thy heart as that within my breast!","1.0","6.8070049285888672"
"rom","0.0","-1.7296195030212402"
"o, wilt thou leave me so unsatisfied?","0.0","-6.0172882080078125"
"jul","0.0","-1.5365645885467529"
"what satisfaction canst thou have to night?","0.0","-5.9628086090087891"
"rom","0.0","-1.7296195030212402"
"th' exchange of thy love's faithful vow for mine","1.0","0.90596866607666016"
"jul","0.0","-1.5365645885467529"
"i gave thee mine before thou didst request it       and yet i would it were to give again","1.0","1.4350235462188721"
"rom","0.0","-1.7296195030212402"
"would'st thou withdraw it?","1.0","5.3613147735595703"
"for what purpose, love?","0.0","-5.3610892295837402"
"jul","0.0","-1.5365645885467529"
"but to be frank and give it thee again","1.0","0.73165321350097656"
"and yet i wish but for the thing i have","0.0","-5.2309551239013672"
"my bounty is as boundless as the sea,      my love as deep  the more i give to thee,      the more i have, for both are infinite","1.0","0.70372945070266724"
"i hear some noise within","1.0","0.97043704986572266"
"dear love, adieu!","1.0","4.5287876129150391"
"nurse  calls within","1.0","6.1289615631103516"
"anon, good nurse!","1.0","5.9669885635375977"
"sweet montague, be true","1.0","4.9343948364257812"
"stay but a little, i will come again","1.0","3.2216801643371582"
"exit","0.0","-5.5216097831726074"
"rom","0.0","-1.7296195030212402"
"o blessed, blessed night!","0.0","-0.4165034294128418"
"i am afeard,      being in night, all this is but a dream,      too flattering sweet to be substantial","1.0","0.36840009689331055"
"enter juliet above","0.0","-5.2543039321899414"
"jul","0.0","-1.5365645885467529"
"three words, dear romeo, and good night indeed","0.0","-1.7750310897827148"
"if that thy bent of love be honourable,      thy purpose marriage, send me word to morrow,      by one that i'll procure to come to thee,      where and what time thou wilt perform the rite       and all my fortunes at thy foot i'll lay      and follow thee my lord throughout the world","1.0","1.7982945442199707"
"nurse","1.0","4.3789544105529785"
"(within) madam!","1.0","4.5976982116699219"
"jul","0.0","-1.5365645885467529"
"i come, anon   but if thou meanest not well,      i do beseech thee       nurse","1.0","4.8634634017944336"
"(within) madam!","1.0","4.5976982116699219"
"jul","0.0","-1.5365645885467529"
"by and by i come        to cease thy suit and leave me to my grief","1.0","4.1185388565063477"
"to morrow will i send","1.0","6.1566619873046875"
"rom","0.0","-1.7296195030212402"
"so thrive my soul       jul","1.0","6.300102710723877"
"a thousand times good night!","0.0","-1.976715087890625"
"exit","0.0","-5.5216097831726074"
"rom","0.0","-1.7296195030212402"
"a thousand times the worse, to want thy light!","0.0","-7.5993881225585938"
"love goes toward love as schoolboys from their books       but love from love, towards school with heavy looks","0.0","-0.90223920345306396"
"enter juliet again,  above","0.0","-4.3617510795593262"
"jul","0.0","-1.5365645885467529"
"hist!","1.0","2.8142242431640625"
"romeo, hist!","0.0","-1.6216154098510742"
"o for a falconer's voice      to lure this tassel gentle back again!","1.0","2.4457840919494629"
"bondage is hoarse and may not speak aloud       else would i tear the cave where echo lies,      and make her airy tongue more hoarse than mine      with repetition of my romeo's name","1.0","2.162391185760498"
"romeo!","0.0","-0.14276456832885742"
"rom","0.0","-1.7296195030212402"
"it is my soul that calls upon my name","1.0","4.4097423553466797"
"how silver sweet sound lovers' tongues by night,      like softest music to attending ears!","1.0","10.622890472412109"
"jul","0.0","-1.5365645885467529"
"romeo!","0.0","-0.14276456832885742"
"rom","0.0","-1.7296195030212402"
"my dear?","1.0","2.3036222457885742"
"jul","0.0","-1.5365645885467529"
"at what o'clock to morrow      shall i send to thee?","0.0","-5.1482982635498047"
"rom","0.0","-1.7296195030212402"
"by the hour of nine","1.0","7.9048256874084473"
"jul","0.0","-1.5365645885467529"
"i will not fail","0.0","-2.0246767997741699"
"'tis twenty years till then","0.0","-4.9819612503051758"
"i have forgot why i did call thee back","0.0","-2.0826749801635742"
"rom","0.0","-1.7296195030212402"
"let me stand here till thou remember it","0.0","-7.2016448974609375"
"jul","0.0","-1.5365645885467529"
"i shall forget, to have thee still stand there,      rememb'ring how i love thy company","0.0","-4.4044036865234375"
"rom","0.0","-1.7296195030212402"
"and i'll still stay, to have thee still forget,      forgetting any other home but this","0.0","-6.224785327911377"
"jul","0.0","-1.5365645885467529"
"'tis almost morning","1.0","0.3676447868347168"
"i would have thee gone       and yet no farther than a wanton's bird,      that lets it hop a little from her hand,      like a poor prisoner in his twisted gyves,      and with a silk thread plucks it back again,      so loving jealous of his liberty","0.0","-4.8432636260986328"
"rom","0.0","-1.7296195030212402"
"i would i were thy bird","1.0","1.6402939558029175"
"jul","0.0","-1.5365645885467529"
"sweet, so would i","1.0","1.5577507019042969"
"yet i should kill thee with much cherishing","0.0","-6.4152417182922363"
"good night, good night!","1.0","9.5213632583618164"
"parting is such sweet sorrow,      that i shall say good night till it be morrow","0.0","-2.9036357402801514"
"exit","0.0","-5.5216097831726074"
"rom","0.0","-1.7296195030212402"
"sleep dwell upon thine eyes, peace in thy breast!","0.0","-2.6933398246765137"
"would i were sleep and peace, so sweet to rest!","0.0","-0.2350916862487793"
"hence will i to my ghostly father's cell,      his help to crave and my dear hap to tell","1.0","4.0868086814880371"
"exit          scene iii","0.0","-5.8025474548339844"
"friar laurence's cell","1.0","2.9162454605102539"
"enter friar,  laurence  alone, with a basket","1.0","3.4533209800720215"
"friar","0.0","-1.5365645885467529"
"the grey ey'd morn smiles on the frowning night,      check'ring the eastern clouds with streaks of light       and flecked darkness like a drunkard reels      from forth day's path and titan's fiery wheels","1.0","7.1056523323059082"
"non, ere the sun advance his burning eye      the day to cheer and night's dank dew to dry,      i must up fill this osier cage of ours      with baleful weeds and precious juiced flowers","0.0","-6.9703006744384766"
"the earth that's nature's mother is her tomb","0.0","-5.2551102638244629"
"what is her burying gave, that is her womb       and from her womb children of divers kind      we sucking on her natural bosom find       many for many virtues excellent,      none but for some, and yet all different","1.0","1.6407275199890137"
"o, mickle is the powerful grace that lies      in plants, herbs, stones, and their true qualities       for naught so vile that on the earth doth live      but to the earth some special good doth give       nor aught so good but, strain'd from that fair use,      revolts from true birth, stumbling on abuse","1.0","2.105194091796875"
"virtue itself turns vice, being misapplied,      and vice sometime's by action dignified","0.0","-0.94570249319076538"
"within the infant rind of this small flower      poison hath residence, and medicine power       for this, being smelt, with that part cheers each part       being tasted, slays all senses with the heart","1.0","4.4764266014099121"
"two such opposed kings encamp them still      in man as well as herbs  grace and rude will       and where the worser is predominant,      full soon the canker death eats up that plant","1.0","0.81826496124267578"
"enter romeo","1.0","0.43817496299743652"
"rom","0.0","-1.7296195030212402"
"good morrow, father","1.0","9.0889110565185547"
"friar","0.0","-1.5365645885467529"
"benedicite!","1.0","4.2881808280944824"
"what early tongue so sweet saluteth me?","1.0","1.7167654037475586"
"young son, it argues a distempered head      so soon to bid good morrow to thy bed","1.0","6.9627552032470703"
"care keeps his watch in every old man's eye,      and where care lodges sleep will never lie       but where unbruised youth with unstuff'd brain      doth couch his limbs, there golden sleep doth reign","0.0","-7.4197592735290527"
"therefore thy earliness doth me assure      thou art uprous'd with some distemp'rature       or if not so, then here i hit it right       our romeo hath not been in bed to night","1.0","5.1203861236572266"
"rom","0.0","-1.7296195030212402"
"that last is true the sweeter rest was mine","1.0","0.56020975112915039"
"friar","0.0","-1.5365645885467529"
"god pardon sin!","0.0","-6.3326654434204102"
"wast thou with rosaline?","1.0","3.7034330368041992"
"rom","0.0","-1.7296195030212402"
"with rosaline, my ghostly father?","1.0","4.9901776313781738"
"no","1.0","0.51140308380126953"
"i have forgot that name, and that name's woe","0.0","-5.0774812698364258"
"friar","0.0","-1.5365645885467529"
"that's my good son!","1.0","6.1750612258911133"
"but where hast thou been then?","1.0","1.0260987281799316"
"rom","0.0","-1.7296195030212402"
"i'll tell thee ere thou ask it me again","1.0","0.80270463228225708"
"i have been feasting with mine enemy,      where on a sudden one hath wounded me      that's by me wounded","0.0","-1.2624332904815674"
"both our remedies      within thy help and holy physic lies","1.0","7.4965229034423828"
"i bear no hatred, blessed man, for, lo,      my intercession likewise steads my foe","0.0","-3.3961689472198486"
"friar","0.0","-1.5365645885467529"
"be plain, good son, and homely in thy drift      riddling confession finds but riddling shrift","1.0","3.7059378623962402"
"rom","0.0","-1.7296195030212402"
"then plainly know my heart's dear love is set      on the fair daughter of rich capulet       as mine on hers, so hers is set on mine,      and all combin'd, save what thou must combine      by holy marriage","1.0","4.9056825637817383"
"when, and where, and how      we met, we woo'd, and made exchange of vow,      i'll tell thee as we pass  but this i pray,      that thou consent to marry us to day","1.0","1.2399499416351318"
"friar","0.0","-1.5365645885467529"
"holy saint francis!","1.0","12.123586654663086"
"what a change is here!","1.0","5.733705997467041"
"is rosaline, that thou didst love so dear,      so soon forsaken?","1.0","5.3161811828613281"
"young men's love then lies      not truly in their hearts, but in their eyes","1.0","5.5629115104675293"
"jesu maria!","1.0","4.3767609596252441"
"what a deal of brine      hath wash'd thy sallow cheeks for rosaline!","1.0","7.9939479827880859"
"how much salt water thrown away in waste,      to season love, that of it doth not taste!","0.0","-6.8640384674072266"
"the sun not yet thy sighs from heaven clears,      thy old groans ring yet in mine ancient ears","1.0","5.9995136260986328"
"lo, here upon thy cheek the stain doth sit      of an old tear that is not wash'd off yet","1.0","16.294307708740234"
"if e'er thou wast thyself, and these woes thine,      thou and these woes were all for rosaline","1.0","4.5032296180725098"
"and art thou chang'd?","0.0","-1.4275109767913818"
"pronounce this sentence then       women may fall when there's no strength in men","1.0","1.1063876152038574"
"rom","0.0","-1.7296195030212402"
"thou chid'st me oft for loving rosaline","1.0","5.1975760459899902"
"friar","0.0","-1.5365645885467529"
"for doting, not for loving, pupil mine","0.0","-3.207528829574585"
"rom","0.0","-1.7296195030212402"
"and bad'st me bury love","0.0","-6.6636266708374023"
"friar","0.0","-1.5365645885467529"
"not in a grave      to lay one in, another out to have","0.0","-3.6500406265258789"
"rom","0.0","-1.7296195030212402"
"i pray thee chide not","1.0","3.2157425880432129"
"she whom i love now      doth grace for grace and love for love allow","0.0","-0.48880815505981445"
"the other did not so","0.0","-6.8084440231323242"
"friar","0.0","-1.5365645885467529"
"o, she knew well      thy love did read by rote, that could not spell","0.0","-3.5544075965881348"
"but come, young waverer, come go with me","1.0","3.0985076427459717"
"in one respect i'll thy assistant be       for this alliance may so happy prove      to turn your households' rancour to pure love","1.0","1.1497390270233154"
"rom","0.0","-1.7296195030212402"
"o, let us hence!","1.0","4.1009454727172852"
"i stand on sudden haste","0.0","-1.252687931060791"
"friar","0.0","-1.5365645885467529"
"wisely, and slow","1.0","0.11049628257751465"
"they stumble that run fast","1.0","4.235196590423584"
"exeunt","0.0","-1.5365645885467529"
"scene iv","1.0","1.5529613494873047"
"a street","1.0","2.1033034324645996"
"enter benvolio and mercutio","1.0","8.0269298553466797"
"mer","0.0","-1.5365645885467529"
"where the devil should this romeo be?","1.0","1.257230281829834"
"came he not home to night?","0.0","-1.1705691814422607"
"ben","0.0","-11.349556922912598"
"not to his father's","1.0","4.200676441192627"
"i spoke with his man","1.0","4.7394180297851562"
"mer","0.0","-1.5365645885467529"
"why, that same pale hard hearted wench, that rosaline,      torments him so that he will sure run mad","0.0","-10.540133476257324"
"ben","0.0","-11.349556922912598"
"tybalt, the kinsman to old capulet,      hath sent a letter to his father's house","0.0","-1.6916532516479492"
"mer","0.0","-1.5365645885467529"
"a challenge, on my life","1.0","1.519895076751709"
"ben","0.0","-11.349556922912598"
"romeo will answer it","1.0","0.029684543609619141"
"mer","0.0","-1.5365645885467529"
"any man that can write may answer a letter","0.0","-6.5728645324707031"
"ben","0.0","-11.349556922912598"
"nay, he will answer the letter's master, how he dares,      being dared","1.0","1.4832959175109863"
"mer","0.0","-1.5365645885467529"
"alas, poor romeo, he is already dead!","0.0","-15.206253051757812"
"stabb'd with a white      wench's black eye  shot through the ear with a love song  the      very pin of his heart cleft with the blind bow boy's      butt shaft  and is he a man to encounter tybalt?","1.0","5.8162112236022949"
"ben","0.0","-11.349556922912598"
"why, what is tybalt?","0.0","-2.3347225189208984"
"mer","0.0","-1.5365645885467529"
"more than prince of cats, i can tell you","1.0","1.66471266746521"
"o, he's the      courageous captain of compliments","0.0","-3.3190333843231201"
"he fights as you sing      pricksong keeps time, distance, and proportion  rests me his      minim rest, one, two, and the third in your bosom!","1.0","4.0346159934997559"
"the very      butcher of a silk button, a duellist, a duellist!","1.0","2.0093815326690674"
"a gentleman      of the very first house, of the first and second cause","1.0","1.0300838947296143"
"ah, the      immortal passado!","1.0","1.6753425598144531"
"the punto reverse!","1.0","4.3071317672729492"
"the hay","1.0","4.4941449165344238"
"ben","0.0","-11.349556922912598"
"the what?","1.0","4.0247650146484375"
"mer","0.0","-1.5365645885467529"
"the pox of such antic, lisping, affecting fantasticoes       these new tuners of accent!","1.0","5.2100954055786133"
"'by jesu, a very good blade!","1.0","5.8997712135314941"
"a very      tall man!","1.0","1.8562288284301758"
"a very good whore!'","1.0","5.5204877853393555"
"why, is not this a lamentable thing,      grandsir, that we should be thus afflicted with these strange      flies, these fashion mongers, these pardona mi's, who stand      so much on the new form that they cannot sit at ease on the old      bench?","0.0","-12.337158203125"
"o, their bones, their bones!","0.0","-3.2100310325622559"
"enter romeo","1.0","0.43817496299743652"
"ben","0.0","-11.349556922912598"
"here comes romeo!","1.0","4.4798831939697266"
"here comes romeo!","1.0","4.4798831939697266"
"mer","0.0","-1.5365645885467529"
"without his roe, like a dried herring","1.0","4.7602882385253906"
"o flesh, flesh, how      art thou fishified!","1.0","4.7552709579467773"
"now is he for the numbers that petrarch      flowed in","0.0","-4.123774528503418"
"laura, to his lady, was but a kitchen wench (marry, she      had a better love to berhyme her), dido a dowdy, cleopatra a gypsy,      helen and hero hildings and harlots, this be a gray eye or so,      but not to the purpose","1.0","2.8074142932891846"
"signior romeo, bon jour!","1.0","1.8138785362243652"
"there's a french      salutation to your french slop","1.0","4.1872234344482422"
"you gave us the counterfeit      fairly last night","0.0","-5.5460338592529297"
"rom","0.0","-1.7296195030212402"
"good morrow to you both","1.0","7.7298154830932617"
"what counterfeit did i give you?","1.0","1.4073339700698853"
"mer","0.0","-1.5365645885467529"
"the slip, sir, the slip","1.0","1.8201417922973633"
"can you not conceive?","1.0","0.38148283958435059"
"rom","0.0","-1.7296195030212402"
"pardon, good mercutio","1.0","2.2309761047363281"
"my business was great, and in such a      case as mine a man may strain courtesy","1.0","1.1181955337524414"
"mer","0.0","-1.5365645885467529"
"that's as much as to say, such a case as yours constrains a      man to bow in the hams","1.0","1.8051033020019531"
"rom","0.0","-1.7296195030212402"
"meaning, to cursy","1.0","0.83801531791687012"
"mer","0.0","-1.5365645885467529"
"thou hast most kindly hit it","1.0","2.97344970703125"
"rom","0.0","-1.7296195030212402"
"a most courteous exposition","0.0","-0.033993244171142578"
"mer","0.0","-1.5365645885467529"
"nay, i am the very pink of courtesy","1.0","2.0099527835845947"
"rom","0.0","-1.7296195030212402"
"pink for flower","1.0","5.0029401779174805"
"mer","0.0","-1.5365645885467529"
"right","1.0","0.83530092239379883"
"rom","0.0","-1.7296195030212402"
"why, then is my pump well flower'd","1.0","0.45674824714660645"
"mer","0.0","-1.5365645885467529"
"well said!","1.0","1.679710865020752"
"follow me this jest now till thou hast worn out      thy pump, that, when the single sole of it is worn, the jest may      remain, after the wearing, solely singular","0.0","-3.8933753967285156"
"rom","0.0","-1.7296195030212402"
"o single sold jest, solely singular for the singleness!","0.0","-2.8966686725616455"
"mer","0.0","-1.5365645885467529"
"come between us, good benvolio!","1.0","1.6664848327636719"
"my wits faint","1.0","5.7243199348449707"
"rom","0.0","-1.7296195030212402"
"swits and spurs, swits and spurs!","1.0","4.4191379547119141"
"or i'll cry a match","0.0","-7.4036369323730469"
"mer","0.0","-1.5365645885467529"
"nay, if our wits run the wild goose chase, i am done  for      thou hast more of the wild goose in one of thy wits than, i am      sure, i have in my whole five","1.0","5.4665975570678711"
"was i with you there for the goose?","0.0","-0.81543731689453125"
"rom","0.0","-1.7296195030212402"
"thou wast never with me for anything when thou wast not      there for the goose","1.0","2.0288419723510742"
"mer","0.0","-1.5365645885467529"
"i will bite thee by the ear for that jest","1.0","4.294945240020752"
"rom","0.0","-1.7296195030212402"
"nay, good goose, bite not!","1.0","6.4340486526489258"
"mer","0.0","-1.5365645885467529"
"thy wit is a very bitter sweeting  it is a most sharp sauce","1.0","3.5991926193237305"
"rom","0.0","-1.7296195030212402"
"and is it not, then, well serv'd in to a sweet goose?","0.0","-1.5686743259429932"
"mer","0.0","-1.5365645885467529"
"o, here's a wit of cheveril, that stretches from an inch      narrow to an ell broad!","0.0","-0.98487949371337891"
"rom","0.0","-1.7296195030212402"
"i stretch it out for that word 'broad,' which, added to      the goose, proves thee far and wide a broad goose","1.0","1.2653706073760986"
"mer","0.0","-1.5365645885467529"
"why, is not this better now than groaning for love?","0.0","-3.4378752708435059"
"now      art thou sociable, now art thou romeo  now art thou what thou art, by      art as well as by nature","0.0","-2.9672694206237793"
"for this drivelling love is like a      great natural that runs lolling up and down to hide his bauble in      a hole","1.0","1.0826833248138428"
"ben","0.0","-11.349556922912598"
"stop there, stop there!","0.0","-4.9093656539916992"
"mer","0.0","-1.5365645885467529"
"thou desirest me to stop in my tale against the hair","1.0","1.2587070465087891"
"ben","0.0","-11.349556922912598"
"thou wouldst else have made thy tale large","0.0","-3.0516097545623779"
"mer","0.0","-1.5365645885467529"
"o, thou art deceiv'd!","1.0","4.1519179344177246"
"i would have made it short  for i      was come to the whole depth of my tale, and meant indeed to      occupy the argument no longer","0.0","-3.0960500240325928"
"rom","0.0","-1.7296195030212402"
"here's goodly gear!","0.0","-0.38742160797119141"
"enter nurse and her man  peter","1.0","7.1978716850280762"
"mer","0.0","-1.5365645885467529"
"a sail, a sail!","1.0","4.6034727096557617"
"ben","0.0","-11.349556922912598"
"two, two!","0.0","-0.17917871475219727"
"a shirt and a smock","1.0","1.4088344573974609"
"nurse","1.0","4.3789544105529785"
"peter!","1.0","7.6600885391235352"
"peter","1.0","6.2347936630249023"
"anon","0.0","-1.5365645885467529"
"nurse","1.0","4.3789544105529785"
"my fan, peter","1.0","5.4242086410522461"
"mer","0.0","-1.5365645885467529"
"good peter, to hide her face  for her fan's the fairer face of      the two","1.0","2.5901846885681152"
"nurse","1.0","4.3789544105529785"
"god ye good morrow, gentlemen","0.0","-9.1242733001708984"
"mer","0.0","-1.5365645885467529"
"god ye good den, fair gentlewoman","0.0","-7.8830733299255371"
"nurse","1.0","4.3789544105529785"
"is it good den?","1.0","6.605741024017334"
"mer","0.0","-1.5365645885467529"
"'tis no less, i tell ye  for the bawdy hand of the dial is      now upon the prick of noon","0.0","-6.5515646934509277"
"nurse","1.0","4.3789544105529785"
"out upon you!","1.0","4.121549129486084"
"what a man are you!","1.0","4.0458145141601562"
"rom","0.0","-1.7296195030212402"
"one, gentlewoman, that god hath made for himself to mar","1.0","4.6208639144897461"
"nurse","1.0","4.3789544105529785"
"by my troth, it is well said","1.0","4.5392045974731445"
"'for himself to mar,'      quoth 'a?","1.0","3.3364384174346924"
"gentlemen, can any of you tell me where i may find the      young romeo?","0.0","-1.8868515491485596"
"rom","0.0","-1.7296195030212402"
"i can tell you  but young romeo will be older when you      have found him than he was when you sought him","0.0","-4.391998291015625"
"i am the youngest      of that name, for fault of a worse","1.0","1.2559167146682739"
"nurse","1.0","4.3789544105529785"
"you say well","1.0","2.3259544372558594"
"mer","0.0","-1.5365645885467529"
"yea, is the worst well?","0.0","-2.3264479637145996"
"very well took, i' faith!","1.0","8.2557315826416016"
"wisely,      wisely","0.0","-0.1248786449432373"
"nurse","1.0","4.3789544105529785"
"if you be he, sir, i desire some confidence with you","0.0","-0.3272557258605957"
"ben","0.0","-11.349556922912598"
"she will endite him to some supper","1.0","1.7823882102966309"
"mer","0.0","-1.5365645885467529"
"a bawd, a bawd, a bawd!","1.0","4.5298566818237305"
"so ho!","0.0","-2.3914873600006104"
"rom","0.0","-1.7296195030212402"
"what hast thou found?","1.0","2.7485508918762207"
"mer","0.0","-1.5365645885467529"
"no hare, sir  unless a hare, sir, in a lenten pie, that is      something stale and hoar ere it be spent                                       he walks by them and sings","0.0","-7.093726634979248"
"an old hare hoar,                     and an old hare hoar,                  is very good meat in lent                      but a hare that is hoar                     is too much for a score                  when it hoars ere it be spent","0.0","-0.83232641220092773"
"romeo, will you come to your father's?","0.0","-1.4000241756439209"
"we'll to dinner thither","0.0","-3.0091352462768555"
"rom","0.0","-1.7296195030212402"
"i will follow you","1.0","6.5059757232666016"
"mer","0.0","-1.5365645885467529"
"farewell, ancient lady","0.0","-2.6037695407867432"
"farewell,       sings  lady, lady, lady","0.0","-5.2152004241943359"
"exeunt mercutio, benvolio","1.0","3.7400820255279541"
"nurse","1.0","4.3789544105529785"
"marry, farewell!","0.0","-2.4066746234893799"
"i pray you, sir, what saucy merchant      was this that was so full of his ropery?","1.0","3.1731128692626953"
